#	Race Time	Lap Split	Rest Time
1	7:50:46	50:45	09:14
2	8:48:07	48:06	11:53
3	9:45:54	45:53	14:06
4	10:45:36	45:35	14:24
5	11:45:41	45:40	14:19
6	12:46:29	46:28	13:31
7	13:47:26	47:25	12:34
8	14:46:28	46:27	13:32
9	15:46:50	46:49	13:10
10	16:49:15	49:14	10:45
11	17:52:11	52:10	07:49
12	18:44:50	44:49	15:10
13	19:47:42	47:41	12:18
14	20:50:10	50:09	09:50
15	21:48:01	48:00	11:59
16	22:48:49	48:48	11:11
17	23:51:35	51:34	08:25
18	24:46:54	46:53	13:06
19	25:48:18	48:17	11:42
20	26:49:24	49:23	10:36
21	27:48:36	48:35	11:24
22	28:48:51	48:50	11:09
23	29:48:08	48:07	11:52
24	30:49:07	49:06	10:53
25	31:46:35	46:34	13:25
26	32:49:56	49:55	10:04
27	33:47:35	47:34	12:25
28	34:47:39	47:38	12:21
29	35:46:38	46:37	13:22
30	36:47:41	47:40	12:19
31	37:47:26	47:25	12:34
32	38:48:37	48:36	11:23
33	39:38:54	38:53	21:06
34	40:47:52	47:51	12:08
35	41:50:13	50:12	09:47
36	42:53:06	53:04	06:55
37	43:50:24	50:23	09:36
38	44:51:41	51:40	08:19
39	45:48:25	48:24	11:35
40	46:38:14	38:13	21:46
41	47:54:05	54:04	05:55
42	48:51:54	51:53	08:06
43	49:41:00	40:59	19:00
44	50:53:00	52:59	07:00
45	51:53:17	53:16	06:43
46	52:37:27	37:26	22:33
47	53:53:42	53:41	06:18
48	54:50:32	50:31	09:28
49	55:56:10	56:09	03:50
50	56:53:16	53:15	06:44
51	57:53:42	53:41	06:18
52	58:53:36	53:35	06:24
53	59:56:23	56:22	03:37
54	60:56:49	56:48	03:11
55	61:57:06	57:05	02:54
56	62:57:49	57:48	02:11
57	63:57:45	57:44	02:15
58	64:57:35	57:34	02:25
59	65:56:57	56:56	03:03
60	66:56:42	56:41	03:18
61	67:57:00	56:59	03:00
62	68:51:37	51:36	08:23
63	69:55:22	55:21	04:38
