#	Race Time	Lap Split	Rest Time
1	7:51:37	51:36	08:23
2	8:43:13	43:12	16:47
3	9:42:09	42:08	17:51
4	10:44:01	44:00	15:59
5	11:40:39	40:38	19:21
6	12:39:21	39:20	20:39
7	13:42:05	42:04	17:55
8	14:42:04	42:03	17:56
9	15:41:19	41:18	18:41
10	16:41:52	41:51	18:08
11	17:41:50	41:49	18:10
12	18:37:32	37:31	22:28
13	19:34:13	34:12	25:47
14	20:35:12	35:11	24:48
15	21:35:27	35:26	24:33
16	22:34:53	34:52	25:07
17	23:35:38	35:37	24:22
18	24:35:04	35:03	24:56
19	25:37:15	37:14	22:45
20	26:38:09	38:07	21:52
21	27:38:03	38:02	21:57
22	28:39:46	39:45	20:14
23	29:40:28	40:27	19:32
24	30:35:45	35:44	24:15
25	31:38:47	38:46	21:13
26	32:37:03	37:02	22:57
27	33:37:37	37:36	22:23
28	34:37:11	37:10	22:49
29	35:40:39	40:38	19:21
30	36:38:25	38:23	21:36
31	37:38:35	38:34	21:25
32	38:38:36	38:35	21:24
33	39:40:42	40:41	19:18
34	40:42:26	42:25	17:34
35	41:44:20	44:19	15:40
36	42:40:58	40:57	19:02
37	43:44:44	44:43	15:16
38	44:46:18	46:17	13:42
39	45:48:26	48:25	11:34
40	46:51:08	51:07	08:52
41	47:51:53	51:52	08:07
42	48:51:20	51:19	08:40
43	49:51:24	51:23	08:36
44	50:51:24	51:23	08:36
45	51:48:14	48:13	11:46
46	52:50:56	50:55	09:04
47	53:47:31	47:30	12:29
48	54:48:34	48:32	11:27
49	55:55:22	55:21	04:38
50	56:52:04	52:02	07:57
51	57:54:03	54:02	05:57
52	58:53:55	53:54	06:05
53	59:54:31	54:30	05:29
54	60:54:42	54:41	05:18
55	61:55:16	55:15	04:44
56	62:54:10	54:09	05:50
57	63:53:38	53:37	06:22
58	64:54:30	54:29	05:30
59	65:53:07	53:05	06:54
60	66:46:47	46:46	13:13
61	67:49:54	49:53	10:06
62	68:52:26	52:25	07:34
