#	Race Time	Lap Split	Rest Time
1	7:52:05	52:04	07:55
2	8:51:03	51:02	08:57
3	9:51:36	51:35	08:24
4	10:52:10	52:09	07:50
5	11:52:31	52:30	07:29
6	12:52:16	52:15	07:44
7	13:53:44	53:43	06:16
8	14:53:54	53:53	06:06
9	15:53:45	53:44	06:15
10	16:53:53	53:52	06:07
11	17:52:03	52:02	07:57
12	18:45:52	45:51	14:08
13	19:44:44	44:43	15:16
14	20:45:04	45:03	14:56
15	21:47:21	47:20	12:39
16	22:47:25	47:24	12:35
17	23:48:51	48:50	11:09
18	24:48:28	48:27	11:32
19	25:48:33	48:32	11:27
20	26:48:34	48:33	11:26
21	27:49:09	49:08	10:51
22	28:49:14	49:13	10:46
23	29:49:37	49:36	10:23
24	30:48:30	48:29	11:30
25	31:47:54	47:53	12:06
26	32:47:24	47:23	12:36
27	33:48:26	48:25	11:34
28	34:49:05	49:04	10:55
29	35:48:33	48:32	11:27
30	36:48:55	48:54	11:05
31	37:49:39	49:38	10:21
32	38:49:30	49:29	10:30
33	39:51:12	51:11	08:48
34	40:50:42	50:40	09:19
35	41:50:48	50:47	09:12
36	42:52:08	52:07	07:52
37	43:52:36	52:35	07:24
38	44:51:29	51:28	08:31
39	45:51:31	51:30	08:29
40	46:51:29	51:28	08:31
41	47:52:01	52:00	07:59
42	48:53:12	53:11	06:48
43	49:52:01	52:00	07:59
44	50:51:47	51:46	08:13
45	51:53:17	53:16	06:43
46	52:53:34	53:33	06:26
47	53:53:19	53:18	06:41
48	54:53:05	53:04	06:55
49	55:59:08	59:07	00:52
50	56:56:02	56:01	03:58
51	57:56:50	56:49	03:10
52	58:58:52	58:51	01:08
