#	Race Time	Lap Split	Rest Time
1	7:53:12	53:11	06:48
2	8:53:04	53:03	06:56
3	9:51:37	51:36	08:23
4	10:52:32	52:31	07:28
5	11:53:16	53:15	06:44
6	12:53:59	53:58	06:01
7	13:54:51	54:50	05:09
8	14:54:13	54:12	05:47
9	15:54:20	54:19	05:40
10	16:56:33	56:32	03:27
11	17:54:18	54:17	05:42
12	18:43:31	43:30	16:29
13	19:45:59	45:58	14:01
14	20:44:21	44:20	15:39
15	21:50:10	50:09	09:50
16	22:48:46	48:45	11:14
17	23:48:11	48:10	11:49
18	24:48:41	48:40	11:19
19	25:46:08	46:07	13:52
20	26:47:49	47:48	12:11
21	27:47:56	47:55	12:04
22	28:54:32	54:31	05:28
23	29:51:30	51:29	08:30
24	30:49:26	49:25	10:34
25	31:46:58	46:57	13:02
26	32:50:19	50:18	09:41
27	33:49:23	49:22	10:37
28	34:46:59	46:58	13:01
29	35:49:17	49:16	10:43
30	36:51:14	51:13	08:46
31	37:53:16	53:15	06:44
32	38:49:48	49:47	10:12
33	39:53:19	53:18	06:41
34	40:50:46	50:45	09:14
35	41:52:10	52:09	07:50
36	42:53:34	53:33	06:26
37	43:52:21	52:20	07:39
38	44:54:55	54:54	05:05
39	45:54:13	54:12	05:47
40	46:51:51	51:50	08:09
41	47:49:38	49:37	10:22
42	48:52:36	52:35	07:24
43	49:55:15	55:14	04:45
44	50:54:24	54:23	05:36
45	51:56:49	56:48	03:11
46	52:52:26	52:25	07:34
47	53:52:33	52:32	07:27
48	54:53:21	53:20	06:39
49	55:56:00	55:59	04:00
50	56:55:57	55:56	04:03
51	57:55:57	55:56	04:03
52	58:56:17	56:16	03:43
53	59:56:28	56:27	03:32
54	60:56:22	56:21	03:38
55	61:56:50	56:49	03:10
56	62:56:45	56:44	03:15
57	63:57:25	57:24	02:35
58	64:57:33	57:32	02:27
59	65:58:10	58:09	01:50
60	66:56:51	56:50	03:09
61	67:57:10	57:09	02:50
62	68:53:36	53:35	06:24
63	69:56:34	56:33	03:26
