#	Race Time	Lap Split	Rest Time
1	7:51:04	51:03	08:56
2	8:50:13	50:12	09:47
3	9:47:10	47:09	12:50
4	10:46:49	46:48	13:11
5	11:45:40	45:39	14:20
6	12:45:52	45:51	14:08
7	13:47:48	47:47	12:12
8	14:45:38	45:37	14:22
9	15:46:42	46:41	13:18
10	16:47:24	47:23	12:36
11	17:47:42	47:41	12:18
12	18:45:04	45:02	14:57
13	19:45:10	45:09	14:50
14	20:46:08	46:07	13:52
15	21:45:03	45:02	14:57
16	22:46:04	46:03	13:56
17	23:48:06	48:05	11:54
18	24:48:44	48:43	11:16
19	25:42:56	42:55	17:04
20	26:47:47	47:46	12:13
21	27:42:46	42:45	17:14
22	28:50:26	50:25	09:34
23	29:49:21	49:20	10:39
24	30:46:18	46:17	13:42
25	31:44:06	44:05	15:54
26	32:44:56	44:55	15:04
27	33:45:03	45:02	14:57
28	34:45:57	45:56	14:03
29	35:46:34	46:33	13:26
30	36:46:22	46:21	13:38
31	37:47:11	47:10	12:49
32	38:46:18	46:17	13:42
33	39:48:07	48:06	11:53
34	40:47:23	47:22	12:37
35	41:47:28	47:27	12:32
36	42:45:54	45:53	14:06
37	43:49:28	49:27	10:32
38	44:50:09	50:08	09:51
39	45:50:26	50:25	09:34
40	46:50:38	50:37	09:22
41	47:48:26	48:25	11:34
42	48:48:55	48:54	11:05
43	49:48:10	48:09	11:50
44	50:48:02	48:01	11:58
45	51:49:47	49:46	10:13
46	52:49:10	49:09	10:50
47	53:49:58	49:57	10:02
48	54:49:59	49:58	10:01
49	55:53:50	53:49	06:10
50	56:52:29	52:28	07:31
51	57:53:33	53:32	06:27
52	58:54:18	54:17	05:42
53	59:56:24	56:22	03:37
54	60:56:57	56:55	03:04
55	61:58:11	58:10	01:49
56	62:56:49	56:48	03:11
57	63:56:28	56:27	03:32
58	64:57:08	57:07	02:52
59	65:56:36	56:35	03:24
60	66:49:10	49:09	10:50
61	67:48:46	48:45	11:14
62	68:49:33	49:32	10:27
63	69:49:43	49:42	10:17
64	70:47:51	47:50	12:09
65	71:47:29	47:28	12:31
66	72:47:44	47:43	12:16
67	73:50:14	50:13	09:46
68	74:48:03	48:02	11:57
69	75:46:35	46:34	13:25
70	76:47:05	47:04	12:55
71	77:47:33	47:32	12:27
72	78:35:30	35:29	24:30
