#	Race Time	Lap Split	Rest Time
1	7:52:07	52:06	07:53
2	8:49:07	49:06	10:53
3	9:50:31	50:30	09:29
4	10:47:44	47:43	12:16
5	11:48:11	48:10	11:49
6	12:48:49	48:48	11:11
7	13:49:01	49:00	10:59
8	14:50:25	50:24	09:35
9	15:49:15	49:14	10:45
10	16:47:54	47:53	12:06
11	17:48:24	48:23	11:36
12	18:42:57	42:56	17:03
13	19:41:05	41:04	18:55
14	20:44:51	44:50	15:09
15	21:43:32	43:31	16:28
16	22:42:38	42:36	17:23
17	23:43:00	42:59	17:00
18	24:40:59	40:58	19:01
19	25:39:51	39:50	20:09
20	26:41:15	41:14	18:45
21	27:42:11	42:10	17:49
22	28:42:51	42:50	17:09
23	29:42:36	42:35	17:24
24	30:43:02	43:01	16:58
25	31:40:20	40:19	19:40
26	32:42:28	42:27	17:32
27	33:43:14	43:12	16:47
28	34:42:05	42:04	17:55
29	35:45:12	45:11	14:48
30	36:43:45	43:43	16:16
31	37:46:59	46:58	13:01
32	38:44:58	44:57	15:02
33	39:45:30	45:29	14:30
34	40:44:40	44:39	15:20
35	41:45:22	45:20	14:39
36	42:46:37	46:36	13:23
37	43:46:00	45:59	14:00
38	44:47:56	47:55	12:04
39	45:48:06	48:05	11:54
40	46:48:55	48:54	11:05
41	47:50:45	50:44	09:15
42	48:57:08	57:07	02:52
43	49:46:11	46:10	13:49
44	50:49:15	49:14	10:45
45	51:56:25	56:24	03:35
46	52:56:14	56:13	03:46
47	53:52:17	52:16	07:43
48	54:52:54	52:53	07:06
49	55:57:44	57:43	02:16
50	56:54:57	54:56	05:03
51	57:57:34	57:33	02:26
