#	Measurement	Lap Split	Rest Time
1	7:51:49	51:49	08:10
2	8:49:48	49:48	10:11
3	9:49:38	49:37	10:22
4	10:49:28	49:28	10:31
5	11:50:49	50:49	09:10
6	12:52:26	52:26	07:33
7	13:51:55	51:55	08:04
8	14:51:23	51:22	08:37
9	15:49:57	49:57	10:02
10	16:54:59	54:59	05:00
11	17:52:18	52:18	07:41
12	18:42:16	42:16	17:43
13	19:43:25	43:25	16:34
14	20:43:32	43:32	16:27
15	21:44:28	44:28	15:31
16	22:44:00	44:00	15:59
17	23:45:05	45:05	14:54
18	24:46:28	46:28	13:31
19	25:44:49	44:49	15:10
20	26:45:49	45:49	14:10
21	27:45:34	45:34	14:25
22	28:46:55	46:55	13:04
23	29:45:52	45:52	14:07
24	30:46:38	46:38	13:21
25	31:56:00	56:00	03:59
26	32:54:15	54:15	05:44
27	33:54:44	54:44	05:15
28	34:54:30	54:30	05:29
29	35:54:19	54:19	05:40
30	36:56:22	56:22	03:37
31	37:54:29	54:29	05:30
32	38:54:53	54:53	05:06
33	39:55:50	55:50	04:09
34	40:57:07	57:07	02:52
35	41:56:24	56:24	03:35
36	42:50:00	50:00	09:59
37	43:51:59	51:59	08:00
