#	Measurement	Lap Split	Rest Time
1	7:48:37	48:37	11:22
2	8:42:51	42:51	17:08
3	9:44:02	44:02	15:57
4	10:47:11	47:11	12:48
5	11:46:02	46:02	13:57
6	12:48:42	48:42	11:17
7	13:49:24	49:24	10:35
8	14:49:06	49:06	10:53
9	15:50:08	50:08	09:51
10	16:49:34	49:34	10:25
11	17:51:44	51:43	08:16
12	18:43:07	43:06	16:53
13	19:44:59	44:59	15:00
14	20:45:33	45:33	14:26
15	21:46:20	46:20	13:39
16	22:44:17	44:17	15:42
17	23:45:02	45:02	14:57
18	24:46:12	46:12	13:47
19	25:46:07	46:07	13:52
20	26:44:26	44:26	15:33
21	27:46:41	46:41	13:18
22	28:46:34	46:34	13:25
23	29:48:03	48:03	11:56
24	30:46:52	46:52	13:07
25	31:55:05	55:05	04:54
26	32:51:46	51:46	08:13
27	33:51:41	51:41	08:18
28	34:51:57	51:57	08:02
29	35:50:16	50:16	09:43
30	36:52:32	52:32	07:27
31	37:52:40	52:40	07:19
32	38:53:31	53:31	06:28
33	39:52:27	52:27	07:32
34	40:52:56	52:56	07:03
35	41:54:05	54:05	05:54
36	42:46:02	46:02	13:57
37	43:47:56	47:56	12:03
38	44:49:09	49:09	10:50
39	45:48:17	48:17	11:42
40	46:50:13	50:12	09:47
41	47:48:24	48:24	11:35
42	48:48:06	48:06	11:53
43	49:49:00	49:00	10:59
44	50:50:05	50:05	09:54
45	51:43:29	43:29	16:30
46	52:46:38	46:38	13:21
47	53:47:29	47:29	12:30
48	54:48:46	48:46	11:13
49	55:52:37	52:37	07:22
50	56:52:05	52:05	07:54
51	57:51:42	51:42	08:17
52	58:52:44	52:44	07:15
53	59:52:25	52:25	07:34
54	60:53:12	53:12	06:47
55	61:52:50	52:50	07:09
56	62:53:49	53:49	06:10
57	63:53:11	53:11	06:48
58	64:53:45	53:45	06:14
59	65:51:45	51:45	08:14
60	66:47:34	47:34	12:25
61	67:48:35	48:34	11:25
62	68:50:02	50:02	09:57
63	69:50:35	50:35	09:24
64	70:50:59	50:59	09:00
65	71:53:08	53:08	06:51
66	72:50:30	50:30	09:29
67	73:49:16	49:16	10:43
68	74:55:42	55:42	04:17
69	75:51:18	51:18	08:41
70	76:51:15	51:14	08:45
71	77:52:16	52:16	07:43
72	78:53:10	53:10	06:49
