#	Race Time	Lap Split	Rest Time
1	7:52:52	52:51	07:08
2	8:51:04	51:03	08:56
3	9:50:27	50:26	09:33
4	10:53:23	53:22	06:37
5	11:52:45	52:44	07:15
6	12:47:37	47:35	12:24
7	13:52:42	52:41	07:18
8	14:54:08	54:07	05:52
9	15:51:19	51:18	08:41
10	16:53:46	53:45	06:14
11	17:54:49	54:48	05:11
12	18:42:50	42:49	17:10
13	19:45:41	45:40	14:19
14	20:45:56	45:55	14:04
15	21:46:12	46:11	13:48
16	22:46:10	46:09	13:50
17	23:49:20	49:19	10:40
18	24:45:15	45:14	14:45
19	25:45:38	45:37	14:22
20	26:49:53	49:52	10:07
21	27:48:50	48:49	11:10
22	28:50:19	50:18	09:41
23	29:42:52	42:51	17:08
24	30:44:50	44:49	15:10
25	31:44:23	44:22	15:37
26	32:46:03	46:02	13:57
27	33:45:58	45:57	14:02
28	34:49:02	49:01	10:58
29	35:50:50	50:49	09:10
30	36:45:33	45:32	14:27
31	37:50:51	50:50	09:09
32	38:50:17	50:16	09:43
33	39:50:33	50:32	09:27
34	40:50:19	50:18	09:41
35	41:50:54	50:53	09:06
36	42:46:09	46:08	13:51
37	43:50:45	50:44	09:15
38	44:51:17	51:16	08:43
39	45:47:45	47:44	12:15
40	46:51:27	51:26	08:33
41	47:51:36	51:35	08:24
42	48:43:44	43:43	16:16
43	49:52:14	52:13	07:46
44	50:51:30	51:29	08:30
45	51:51:51	51:50	08:09
46	52:50:09	50:08	09:51
47	53:52:19	52:18	07:41
48	54:45:25	45:24	14:35
49	55:56:10	56:09	03:50
50	56:54:37	54:36	05:23
51	57:54:22	54:21	05:38
52	58:55:33	55:32	04:27
53	59:55:32	55:31	04:28
54	60:54:49	54:48	05:11
55	61:56:07	56:06	03:53
56	62:56:03	56:02	03:57
