#	Race Time	Lap Split	Rest Time
1	7:56:11	56:10	03:49
2	8:53:37	53:36	06:23
3	9:53:29	53:28	06:31
4	10:52:12	52:11	07:48
5	11:52:44	52:43	07:16
6	12:54:11	54:10	05:49
7	13:53:51	53:50	06:09
8	14:53:56	53:55	06:04
9	15:53:49	53:48	06:11
10	16:53:56	53:55	06:04
11	17:54:05	54:04	05:55
12	18:46:31	46:30	13:29
13	19:49:20	49:19	10:40
14	20:50:12	50:11	09:48
15	21:48:11	48:10	11:49
16	22:49:00	48:59	11:00
17	23:51:26	51:25	08:34
18	24:51:20	51:19	08:40
19	25:50:22	50:21	09:38
20	26:52:14	52:13	07:46
21	27:50:50	50:49	09:10
22	28:52:23	52:22	07:37
23	29:54:07	54:06	05:53
24	30:52:10	52:09	07:50
25	31:51:05	51:04	08:55
26	32:50:27	50:26	09:33
27	33:50:55	50:54	09:05
28	34:53:17	53:16	06:43
29	35:51:42	51:41	08:18
30	36:53:07	53:06	06:53
31	37:52:55	52:54	07:05
32	38:52:28	52:27	07:32
33	39:54:09	54:08	05:51
34	40:53:57	53:56	06:03
35	41:54:21	54:20	05:39
36	42:56:44	56:43	03:16
37			
